iter	Logloss
194	0.2928787403
195	0.2924421503
196	0.2919214013
197	0.2917810719
198	0.2915110642
199	0.2910026379
200	0.2908388631
201	0.2905517321
202	0.2899956435
203	0.2893586319
204	0.2890478413
205	0.2887460516
206	0.2885545881
207	0.2882243381
208	0.2878807154
209	0.287510904
210	0.2874582269
211	0.2872206227
212	0.2868197152
213	0.2866723564
214	0.2866061564
215	0.2858825426
216	0.285723354
217	0.2854850426
218	0.2847090303
219	0.2844662184
220	0.2844120411
221	0.2839481697
222	0.2835255098
223	0.2829292383
224	0.2829029212
225	0.2822527082
226	0.2820833828
227	0.281323165
228	0.2812013948
229	0.281097455
230	0.2809861001
231	0.2807638833
232	0.2805946222
233	0.2804692086
234	0.2803761343
235	0.2793812698
236	0.278938422
237	0.2787498303
238	0.2785917775
239	0.2784849017
240	0.2782226734
241	0.2780171512
242	0.2778123363
243	0.277651969
244	0.2771077102
245	0.2766149928
246	0.2762542039
247	0.2761633584
248	0.2758601971
249	0.2755570358
250	0.2754688477
251	0.2754110486
252	0.2751478988
253	0.2747613714
254	0.2745148305
255	0.2737943456
256	0.2737331176
257	0.2736881556
258	0.2734149976
259	0.2733660066
260	0.2732338209
261	0.2729118004
262	0.2726032814
263	0.2720509433
264	0.2717140712
265	0.2716125531
266	0.2711475029
267	0.270704248
268	0.2705054122
269	0.2701393299
270	0.2701154987
271	0.2700694438
272	0.2697646109
273	0.2696336682
274	0.2692003786
275	0.2690520554
276	0.2689114903
277	0.2687539733
278	0.2685180621
279	0.2682645133
280	0.2680647346
281	0.2678830436
282	0.2673794607
283	0.2671026594
284	0.2667711665
285	0.266473363
286	0.2662441382
287	0.2660571109
288	0.2659811599
289	0.2656052622
290	0.2654774269
291	0.2652550815
292	0.2651767945
293	0.264822842
294	0.2645450978
295	0.2642808978
296	0.2639344033
297	0.263838393
298	0.2636939488
299	0.263609854
300	0.2635144437
301	0.2634229553
302	0.2630271912
303	0.2628112107
304	0.2624401993
305	0.2620622013
306	0.2617177642
307	0.2615013337
308	0.2612939899
309	0.2611053338
310	0.2608953755
311	0.2607912214
312	0.2605503382
313	0.2603791483
314	0.2602339327
315	0.2597605673
316	0.2596068222
317	0.2592788868
318	0.2590870804
319	0.2585018458
320	0.2582506544
321	0.2579523151
322	0.2576047704
323	0.2574532755
324	0.2567115098
325	0.2566148351
326	0.2564788561
327	0.2564015764
328	0.2560202352
329	0.2557977826
330	0.2557353116
331	0.2555736585
332	0.2546655891
333	0.2543883377
334	0.2542595167
335	0.2540269059
336	0.2534226407
337	0.2532651666
338	0.2530748817
339	0.2528235189
340	0.2526041524
341	0.2524993554
342	0.2522026233
343	0.251905377
344	0.2518410415
345	0.2516967688
346	0.2515457453
347	0.250774555
348	0.25050279
349	0.2502546418
350	0.2500471908
351	0.249857206
352	0.2493718394
353	0.2486630129
354	0.2485129753
355	0.248111832
356	0.2480220795
357	0.2476995232
358	0.2476210005
359	0.2475018662
360	0.2466527103
361	0.2458821843
362	0.2455765799
363	0.2454089261
364	0.2452333643
365	0.2451988177
366	0.2444910842
367	0.2444664816
368	0.2444180264
369	0.2436562656
370	0.2435306592
371	0.2429563544
372	0.2422011086
373	0.2418153527
374	0.241685803
375	0.2412645147
376	0.2406749511
377	0.2406305463
378	0.2405194915
379	0.2398282598
380	0.2392829724
381	0.2385416352
382	0.2384745994
383	0.2381075527
384	0.2379852038
385	0.2376664837
386	0.237621436
387	0.2375164675
388	0.2368324366
389	0.2362997934
390	0.235798825
391	0.2352451796
392	0.2348550518
393	0.2343748071
394	0.2342432429
395	0.2342003812
396	0.2335190719
397	0.2333697201
398	0.2329852286
399	0.23293208
400	0.2328817389
401	0.2324588647
402	0.231849799
403	0.2317590606
404	0.2315116625
405	0.2315037117
406	0.2311084619
407	0.2305303852
408	0.2303129903
409	0.230199771
410	0.2301891198
411	0.229834353
412	0.2297972776
413	0.2297337564
414	0.2293194117
415	0.2291870117
416	0.2287192827
417	0.2286783711
418	0.2282183358
419	0.2281263759
420	0.2280745774
421	0.2280286296
422	0.2280199715
423	0.2277261755
424	0.2276482529
425	0.2274267218
426	0.2273496564
427	0.2267123876
428	0.2263684219
429	0.2261866023
430	0.2256629601
431	0.225002846
432	0.2248855762
433	0.2242985843
434	0.2239600621
435	0.2237177002
436	0.2233095062
437	0.2230321691
438	0.2228948615
439	0.2228429987
440	0.2224539639
441	0.2220346901
442	0.2220268464
443	0.2216553634
444	0.2210705789
445	0.220739086
446	0.2207316281
447	0.2206519052
448	0.2206461188
449	0.2202703497
450	0.2199295558
451	0.2198083213
452	0.2192028989
453	0.2187827893
454	0.21877666
455	0.2187705094
456	0.2182072629
457	0.2181979833
458	0.2178034622
459	0.2177549855
460	0.2175820597
461	0.2172464092
462	0.217001197
463	0.2169939963
464	0.2169165879
465	0.2168670826
466	0.2165132158
467	0.216504472
468	0.2162895846
469	0.2158871554
470	0.2158361285
471	0.2155639991
472	0.2150224836
473	0.2148541868
474	0.2143239011
475	0.2142940264
476	0.2139790353
477	0.2135695554
478	0.2135032482
479	0.2131944935
480	0.2129823063
481	0.2128020297
482	0.2122729655
483	0.2118973035
484	0.211693153
485	0.2113777546
486	0.2112968531
487	0.2112111081
488	0.2108965884
489	0.2108846729
490	0.2105944344
491	0.2100693563
492	0.2095849969
493	0.2095780962
494	0.2092339376
495	0.2091182323
496	0.2090449601
497	0.2086738415
498	0.2084027837
499	0.2079485132
500	0.2074987004
501	0.20720364
502	0.2071190095
503	0.2071088941
504	0.2066750044
505	0.206323045
506	0.2062142833
507	0.206005225
508	0.2055832081
509	0.2055507403
510	0.2052813755
511	0.205062309
512	0.2049402173
513	0.2044195539
514	0.2041398595
515	0.2039066272
516	0.203633512
517	0.203625754
518	0.2035270648
519	0.2034578431
520	0.2034475777
521	0.2034417056
522	0.2034233822
523	0.2033628828
524	0.2030840456
525	0.2030534851
526	0.2028402693
527	0.2028348258
528	0.2027181561
529	0.2025389725
530	0.2023900278
531	0.2022782444
532	0.2022645072
533	0.2021214989
534	0.201974033
535	0.2014813584
536	0.201471393
537	0.2012014925
538	0.2007945629
539	0.2004252873
540	0.200309732
541	0.1999204614
542	0.1998996092
543	0.1994953798
544	0.1992924294
545	0.1992037698
546	0.1989329692
547	0.1988649261
548	0.1987930469
549	0.1984118987
550	0.1983958684
551	0.1983895463
552	0.1981394478
553	0.1976781266
554	0.1972583814
555	0.1972133765
556	0.197208876
557	0.1972037326
558	0.1967947885
559	0.1965437043
560	0.1965387752
561	0.1965222305
562	0.1962059321
563	0.1961364317
564	0.1960865192
565	0.1956916338
566	0.1954443857
567	0.1949875649
568	0.194646171
569	0.1943423668
570	0.1941124991
571	0.1940343192
572	0.1938997333
573	0.1936621934
574	0.1935374656
575	0.1935230641
576	0.1933592893
577	0.1932030367
578	0.1927223634
579	0.1925032541
580	0.1923845698
581	0.1923784835
582	0.1923652392
583	0.1921697467
584	0.1918968029
585	0.1916770078
586	0.1914429397
587	0.1912162009
588	0.1909982488
589	0.1909285556
590	0.1907843043
591	0.1907772964
592	0.1907608375
593	0.1906903513
594	0.1905733173
595	0.1905100319
596	0.1902630409
597	0.189955122
598	0.1895268044
599	0.1891609792
600	0.1890321367
601	0.1888250501
602	0.1887472346
603	0.1881728226
604	0.1881176809
605	0.1880507523
606	0.1880000682
607	0.1879874669
608	0.1879700007
609	0.1877556919
610	0.187683084
611	0.1871368751
612	0.1868881911
613	0.1865609415
614	0.1864878622
615	0.1861985667
616	0.1861937019
617	0.1861369744
618	0.1857937159
619	0.1856481574
620	0.1855190577
621	0.1855074207
622	0.1854972196
623	0.1854841682
624	0.1854801178
625	0.1854683308
626	0.1854604657
627	0.1854396563
628	0.1853973303
629	0.1850706165
630	0.1849777136
631	0.1848938974
632	0.1848908114
633	0.1847977585
634	0.184783807
635	0.1842450346
636	0.1839050764
637	0.1837857064
638	0.1837441519
639	0.1836057513
640	0.1835599321
641	0.1833569173
642	0.1833014756
643	0.1832291249
644	0.1831174058
645	0.1829694684
646	0.1827356789
647	0.182723399
648	0.1827155553
649	0.1824262812
650	0.1823883914
651	0.1822840016
652	0.1819524015
653	0.1818324314
654	0.1816705639
655	0.1815778968
656	0.1811491934
657	0.1807671022
658	0.1805165752
659	0.1805122033
660	0.1804644553
661	0.1802058273
662	0.1801044378
663	0.180038195
664	0.1799882396
665	0.1797527999
666	0.1797381733
667	0.1796133491
668	0.1792010511
669	0.1787999614
670	0.1784371365
671	0.1783255031
672	0.1782827056
673	0.1780894419
674	0.1780862915
675	0.1780004608
676	0.1779883417
677	0.1778679108
678	0.1775327425
679	0.1775173444
680	0.1774351249
681	0.1772405967
682	0.1770224946
683	0.17666192
684	0.1763040778
685	0.1760333093
686	0.1758090459
687	0.175349632
688	0.1752607153
689	0.1749886502
690	0.1745406376
691	0.1741173884
692	0.1740593428
693	0.1740472986
694	0.1740077265
695	0.1738686829
696	0.1738323362
697	0.1738293144
698	0.1735364292
699	0.1731984749
700	0.1728115725
701	0.1727251631
702	0.1724490155
703	0.1722263379
704	0.1720363638
705	0.1718210156
706	0.1716809326
707	0.1713303234
708	0.1711632161
709	0.1711345201
710	0.1709734777
711	0.1709659876
712	0.1709548864
713	0.1707575616
714	0.1706268868
715	0.1706208861
716	0.1703971799
717	0.1701865571
718	0.1701769882
719	0.169887457
720	0.1696470453
721	0.1695849708
722	0.1695726588
723	0.1692872208
724	0.1692245569
725	0.1690563673
726	0.1690115661
727	0.1689584282
728	0.1686702471
729	0.1686109479
730	0.1684190343
731	0.1682937386
732	0.1682854556
733	0.1682758438
734	0.1680482586
735	0.1678613706
736	0.1676916487
737	0.1676437614
738	0.1674255307
739	0.1674128757
740	0.167245822
741	0.1668399104
742	0.1666737674
743	0.1664819074
744	0.1664254585
745	0.1660188182
746	0.1658768279
747	0.1658282334
748	0.1657867432
749	0.1656965406
750	0.1655091704
751	0.1652778454
752	0.1650738448
753	0.1650634723
754	0.1649869104
755	0.1649801061
756	0.1646812739
757	0.1644296432
758	0.1644082444
759	0.1644018152
760	0.1643171846
761	0.1643110125
762	0.1640224993
763	0.1637351647
764	0.1635770262
765	0.1633068685
766	0.1630616885
767	0.1629217984
768	0.1628294741
769	0.1624693496
770	0.1624622559
771	0.1624557624
772	0.1622403177
773	0.1618667667
774	0.1618410603
775	0.161644432
776	0.161513275
777	0.1614355987
778	0.1612863862
779	0.1610792567
780	0.1610150498
781	0.1607779492
782	0.1607429097
783	0.1605566646
784	0.16024911
785	0.1600848637
786	0.1599564713
787	0.1596087874
788	0.1593604356
789	0.1592344005
790	0.1588917421
791	0.158601418
792	0.1584609814
793	0.1582861697
794	0.1582521374
795	0.1581436757
796	0.1579258737
797	0.1577046212
798	0.1576667314
799	0.1575030423
800	0.157459827
801	0.1570902406
802	0.1569819718
803	0.1566336985
804	0.156631084
805	0.1566244618
806	0.156503956
807	0.1563936405
808	0.1563882399
809	0.1562391345
810	0.1561695485
811	0.156101634
812	0.1560132102
813	0.1558376912
814	0.1557939508
815	0.1557900504
816	0.15573358
817	0.1554874463
818	0.1554816921
819	0.1552042372
820	0.1550244321
821	0.1550194708
822	0.1549080624
823	0.1548121484
824	0.1547241318
825	0.1547192884
826	0.1545635181
827	0.1543744334
828	0.1543014719
829	0.1540207916
830	0.1537633424
831	0.1536386468
832	0.153504018
833	0.1533758614
834	0.1533687677
835	0.153363335
836	0.1533548377
837	0.1532463545
838	0.1529291667
839	0.1527514618
840	0.1527475293
841	0.152612354
842	0.1524209655
843	0.1524071533
844	0.1523025706
845	0.152061366
846	0.1519474715
847	0.1519444819
848	0.1517797963
849	0.1517770317
850	0.1515424921
851	0.151497723
852	0.1514924403
853	0.1514865897
854	0.1513058737
855	0.1511685982
856	0.1508088487
857	0.1507824137
858	0.1504833457
859	0.1503155205
860	0.1501938466
861	0.1501895069
862	0.1500913213
863	0.1500864779
864	0.1497736084
865	0.1496474984
866	0.1495798947
867	0.1495322753
868	0.1494417083
869	0.1492842878
870	0.1491306819
871	0.1490718434
872	0.1490383255
873	0.1487483871
874	0.1486964494
875	0.1486906094
876	0.148612751
877	0.1485831871
878	0.1485130546
879	0.1483795295
880	0.1483744396
881	0.1483357676
882	0.1482143188
883	0.1480101682
884	0.1478271377
885	0.1475332239
886	0.1474955912
887	0.1473502148
888	0.1470712812
889	0.1470491216
890	0.1469997449
891	0.1468979589
892	0.1468207113
893	0.1465606261
894	0.1462643227
895	0.1460520926
896	0.1458241859
897	0.1457540534
898	0.1457161207
899	0.1455920252
900	0.1454668152
901	0.1454635577
902	0.1453882496
903	0.1453832133
904	0.1453424625
905	0.1451562389
906	0.1450265927
907	0.1449460019
908	0.1449200491
909	0.1448129161
910	0.1448108587
911	0.1448044938
912	0.1447562743
913	0.1445758155
914	0.1443871487
915	0.1442325892
916	0.1439533234
917	0.1439520911
918	0.1438422578
919	0.1438086006
920	0.1437745576
921	0.1437689642
922	0.1436496049
923	0.1436066895
924	0.143548644
925	0.1434062679
926	0.1434017139
927	0.1433436362
928	0.1433387928
929	0.1432672351
930	0.1430815793
931	0.1430796827
932	0.1430723319
933	0.1430684636
934	0.1430430894
935	0.1428506187
936	0.1427934197
937	0.1427911694
938	0.1427883941
939	0.1427498078
940	0.1427452002
941	0.1427408068
942	0.1427363492
943	0.1425957198
944	0.1423112248
945	0.1422287695
946	0.1421336378
947	0.1420559615
948	0.1419744706
949	0.1418385238
950	0.1416695841
951	0.1416678911
952	0.1416633263
953	0.1416590401
954	0.1415148746
955	0.1414309941
956	0.1413205072
957	0.1412877929
958	0.1411567431
959	0.1411262362
960	0.1411227537
961	0.1409040408
962	0.1408117916
963	0.1406338188
964	0.1405744338
965	0.1404036404
966	0.1401774589
967	0.1400103837
968	0.1400077798
969	0.1399579316
970	0.1398299142
971	0.1396845485
972	0.139438372
973	0.1393691288
974	0.1393621209
975	0.1393570846
976	0.1391958387
977	0.1389842301
978	0.1388831192
979	0.1386185978
980	0.1385518621
981	0.1385217195
982	0.138516694
983	0.1383784541
984	0.1381722568
985	0.1380819471
986	0.1380533261
987	0.1380498436
988	0.1378775822
989	0.1377885904
990	0.137621976
991	0.1376116142
992	0.1375499682
993	0.1375418138
994	0.1375366382
995	0.1375313127
996	0.137383386
997	0.1372307124
998	0.137227637
999	0.1369260724
