iter	Passed	Remaining
169	3340	6484
170	3360	6465
171	3381	6447
172	3400	6427
173	3419	6407
174	3439	6388
175	3460	6370
176	3480	6350
177	3498	6329
178	3519	6311
179	3538	6290
180	3558	6271
181	3579	6253
182	3598	6232
183	3617	6213
184	3637	6194
185	3657	6175
186	3677	6154
187	3697	6135
188	3716	6116
189	3736	6095
190	3756	6076
191	3775	6056
192	3794	6036
193	3813	6015
194	3833	5995
195	3853	5976
196	3871	5955
197	3890	5934
198	3910	5914
199	3930	5895
200	3949	5875
201	3969	5856
202	3988	5834
203	4007	5814
204	4027	5795
205	4046	5775
206	4065	5754
207	4084	5734
208	4104	5714
209	4124	5695
210	4143	5675
211	4163	5655
212	4182	5635
213	4201	5614
214	4220	5594
215	4239	5574
216	4259	5554
217	4279	5535
218	4299	5516
219	4320	5498
220	4340	5479
221	4359	5459
222	4379	5439
223	4399	5420
224	4418	5400
225	4437	5379
226	4457	5360
227	4477	5341
228	4497	5322
229	4517	5303
230	4536	5282
231	4556	5263
232	4575	5243
233	4595	5223
234	4614	5203
235	4634	5184
236	4653	5164
237	4673	5145
238	4693	5125
239	4714	5107
240	4733	5087
241	4753	5067
242	4772	5047
243	4793	5029
244	4813	5009
245	4832	4990
246	4853	4970
247	4874	4952
248	4893	4933
249	4914	4914
250	4934	4895
251	4954	4876
252	4974	4856
253	4996	4838
254	5016	4820
255	5036	4800
256	5057	4781
257	5078	4763
258	5099	4745
259	5120	4726
260	5139	4706
261	5159	4686
262	5178	4666
263	5197	4646
264	5217	4626
265	5236	4606
266	5255	4586
267	5275	4567
268	5296	4548
269	5315	4528
270	5335	4508
271	5355	4489
272	5375	4469
273	5395	4449
274	5414	4430
275	5434	4410
276	5453	4390
277	5473	4371
278	5493	4351
279	5513	4332
280	5533	4312
281	5552	4292
282	5573	4273
283	5593	4254
284	5612	4233
285	5633	4215
286	5652	4195
287	5673	4176
288	5694	4157
289	5713	4137
290	5732	4117
291	5751	4097
292	5770	4076
293	5789	4056
294	5809	4037
295	5828	4016
296	5847	3996
297	5866	3976
298	5885	3956
299	5905	3936
300	5925	3917
301	5945	3897
302	5964	3878
303	5984	3858
304	6003	3838
305	6022	3818
306	6042	3798
307	6061	3778
308	6080	3758
309	6099	3738
310	6120	3719
311	6139	3699
312	6158	3679
313	6176	3658
314	6195	3638
315	6215	3618
316	6233	3598
317	6253	3579
318	6273	3559
319	6293	3540
320	6313	3520
321	6332	3500
322	6351	3480
323	6372	3461
324	6392	3441
325	6412	3422
326	6432	3402
327	6452	3383
328	6472	3364
329	6493	3344
330	6512	3325
331	6532	3305
332	6552	3285
333	6571	3266
334	6591	3246
335	6612	3227
336	6632	3207
337	6654	3189
338	6675	3170
339	6696	3151
340	6717	3132
341	6737	3112
342	6757	3093
343	6777	3073
344	6797	3053
345	6817	3034
346	6837	3014
347	6857	2995
348	6877	2975
349	6896	2955
350	6916	2936
351	6936	2916
352	6956	2896
353	6976	2877
354	6995	2857
355	7016	2837
356	7035	2818
357	7055	2798
358	7075	2778
359	7095	2759
360	7116	2740
361	7136	2720
362	7155	2700
363	7175	2681
364	7196	2661
365	7216	2642
366	7237	2622
367	7257	2603
368	7278	2584
369	7298	2564
370	7318	2544
371	7338	2525
372	7357	2505
373	7377	2485
374	7397	2465
375	7416	2445
376	7436	2426
377	7455	2406
378	7474	2386
379	7494	2366
380	7513	2346
381	7533	2327
382	7552	2307
383	7572	2287
384	7591	2267
385	7611	2248
386	7631	2228
387	7651	2208
388	7671	2188
389	7691	2169
390	7710	2149
391	7730	2129
392	7750	2110
393	7769	2090
394	7789	2070
395	7808	2050
396	7827	2030
397	7846	2010
398	7866	1991
399	7885	1971
400	7905	1951
401	7924	1931
402	7942	1911
403	7961	1891
404	7981	1872
405	8001	1852
406	8019	1832
407	8038	1812
408	8058	1792
409	8077	1773
410	8096	1753
411	8115	1733
412	8135	1713
413	8154	1694
414	8173	1674
415	8193	1654
416	8213	1634
417	8233	1615
418	8252	1595
419	8270	1575
420	8291	1555
421	8311	1536
422	8330	1516
423	8349	1496
424	8369	1476
425	8388	1457
426	8408	1437
427	8428	1417
428	8447	1398
429	8467	1378
430	8486	1358
431	8506	1339
432	8526	1319
433	8545	1299
434	8565	1279
435	8584	1260
436	8605	1240
437	8625	1220
438	8645	1201
439	8665	1181
440	8684	1161
441	8703	1142
442	8724	1122
443	8744	1102
444	8763	1083
445	8783	1063
446	8803	1043
447	8822	1024
448	8842	1004
449	8860	984
450	8880	964
451	8899	945
452	8918	925
453	8937	905
454	8956	885
455	8975	866
456	8995	846
457	9013	826
458	9032	806
459	9052	787
460	9072	767
461	9091	747
462	9110	728
463	9130	708
464	9150	688
465	9170	669
466	9190	649
467	9211	629
468	9230	610
469	9249	590
470	9268	570
471	9289	551
472	9308	531
473	9327	511
474	9346	491
475	9365	472
476	9385	452
477	9404	432
478	9423	413
479	9442	393
480	9461	373
481	9481	354
482	9503	334
483	9523	314
484	9545	295
485	9568	275
486	9589	255
487	9610	236
488	9631	216
489	9651	196
490	9671	177
491	9693	157
492	9714	137
493	9733	118
494	9751	98
495	9770	78
496	9788	59
497	9807	39
498	9825	19
499	9844	0
