iter	MultiClass
124	1.198954093
125	1.197944076
126	1.196420142
127	1.19545597
128	1.194082235
129	1.192356824
130	1.190731091
131	1.189946219
132	1.188811914
133	1.187735584
134	1.18641946
135	1.185398365
136	1.184170199
137	1.182865413
138	1.181787218
139	1.180785872
140	1.179315149
141	1.178057368
142	1.176755552
143	1.175587528
144	1.174351432
145	1.173538505
146	1.172599123
147	1.171797724
148	1.170969376
149	1.170126937
150	1.169121766
151	1.168134574
152	1.167285053
153	1.166434439
154	1.165321076
155	1.163961991
156	1.163041464
157	1.16182759
158	1.161126119
159	1.160141499
160	1.159264263
161	1.158112798
162	1.156822519
163	1.155709573
164	1.155134016
165	1.154223841
166	1.152989325
167	1.151868015
168	1.150935289
169	1.149991307
170	1.149170173
171	1.148431969
172	1.147380694
173	1.14648158
174	1.145508347
175	1.144349657
176	1.14373078
177	1.142798055
178	1.142022899
179	1.141141171
180	1.140018833
181	1.138875538
182	1.138373678
183	1.137607414
184	1.136605927
185	1.135962785
186	1.13510084
187	1.134373189
188	1.133419476
189	1.132672498
190	1.131210448
191	1.130411963
192	1.12971265
193	1.128547972
194	1.127863723
195	1.126758757
196	1.12613243
197	1.125298032
198	1.124706964
199	1.123680827
200	1.12296861
201	1.122277851
202	1.12148676
203	1.120836334
204	1.120321403
205	1.119240421
206	1.118445487
207	1.117720888
208	1.116859146
209	1.11640789
210	1.115506955
211	1.114509014
212	1.113665643
213	1.113145291
214	1.111754847
215	1.110897751
216	1.110371046
217	1.109583672
218	1.108884388
219	1.108006156
220	1.107271145
221	1.106561523
222	1.105927307
223	1.105201537
224	1.104354274
225	1.103566909
226	1.102763498
227	1.102121965
228	1.101408758
229	1.100783827
230	1.100034878
231	1.099491805
232	1.098411003
233	1.097830877
234	1.096882117
235	1.096368761
236	1.095715106
237	1.09485091
238	1.094357657
239	1.09377853
240	1.093003654
241	1.092166822
242	1.09135674
243	1.090800256
244	1.090252427
245	1.089602644
246	1.089077274
247	1.088415625
248	1.087661763
249	1.08713865
250	1.08642765
251	1.085584366
252	1.08510447
253	1.084394726
254	1.083797324
255	1.083251627
256	1.082574087
257	1.081870193
258	1.081203977
259	1.080421496
260	1.079871506
261	1.079172418
262	1.078508686
263	1.077910666
264	1.077433077
265	1.076903882
266	1.07647265
267	1.075572305
268	1.074844639
269	1.07393945
270	1.073292552
271	1.072689446
272	1.071983077
273	1.071315036
274	1.070637782
275	1.069929766
276	1.069342686
277	1.068883985
278	1.068383129
279	1.067614741
280	1.066842733
281	1.066360794
282	1.065770772
283	1.065205232
284	1.064615996
285	1.064024529
286	1.063341769
287	1.062511226
288	1.061913689
289	1.061236671
290	1.06036451
291	1.059831943
292	1.059316986
293	1.05866205
294	1.057953085
295	1.057532185
296	1.056885544
297	1.056326346
298	1.0556123
299	1.054970219
300	1.054424426
301	1.053948623
302	1.052897451
303	1.052322188
304	1.051419179
305	1.050929453
306	1.05051052
307	1.049936263
308	1.049393156
309	1.048649165
310	1.048066929
311	1.047672331
312	1.046882417
313	1.046331558
314	1.045878604
315	1.045256918
316	1.044914633
317	1.044386519
318	1.043953067
319	1.043471671
320	1.042870027
321	1.042298153
322	1.041798661
323	1.041212058
324	1.040816782
325	1.040222672
326	1.039848154
327	1.039061024
328	1.038340684
329	1.0378657
330	1.037409382
331	1.036961343
332	1.036600901
333	1.036153788
334	1.035671975
335	1.035126923
336	1.034448546
337	1.033854705
338	1.033495169
339	1.03301814
340	1.032451389
341	1.032039578
342	1.031272777
343	1.03078953
344	1.030380003
345	1.029869856
346	1.029293759
347	1.028727105
348	1.028019292
349	1.027447473
350	1.026841138
351	1.026307514
352	1.025796128
353	1.025148689
354	1.024732757
355	1.024435769
356	1.023649294
357	1.023171956
358	1.022703878
359	1.022104683
360	1.021420754
361	1.020793816
362	1.020315728
363	1.019863517
364	1.019345955
365	1.018832645
366	1.018494728
367	1.018096109
368	1.017557049
369	1.017021179
370	1.016245737
371	1.015766901
372	1.015290504
373	1.014750479
374	1.014293683
375	1.013641576
376	1.013173621
377	1.012527602
378	1.01217993
379	1.011459142
380	1.010880482
381	1.010561273
382	1.010213848
383	1.009696975
384	1.008926462
385	1.008425435
386	1.008087056
387	1.007608656
388	1.00715099
389	1.006491422
390	1.00592228
391	1.005330088
392	1.004915764
393	1.004260763
394	1.003845056
395	1.003330195
396	1.002575193
397	1.002248721
398	1.001923852
399	1.001208789
400	1.000806104
401	1.000367176
402	0.9999864116
403	0.9995996583
404	0.999100575
405	0.9983775009
406	0.9979445927
407	0.9974472634
408	0.9969920555
409	0.9964984926
410	0.9957280429
411	0.9952808914
412	0.9948624208
413	0.9943847645
414	0.9940304695
415	0.9933389226
416	0.9927791296
417	0.9924424149
418	0.9919796378
419	0.991283558
420	0.9908208903
421	0.9904389504
422	0.9899093967
423	0.9892713305
424	0.9884759764
425	0.9881163723
426	0.9876786482
427	0.9872208657
428	0.9866681486
429	0.9863486896
430	0.9859297045
431	0.9853465649
432	0.9850042569
433	0.9843318387
434	0.9838333844
435	0.9832578884
436	0.9829749657
437	0.9824629309
438	0.9817626963
439	0.9813487516
440	0.9810284915
441	0.9804734299
442	0.980038723
443	0.9794858391
444	0.9790182207
445	0.9786681611
446	0.9783420396
447	0.9779190292
448	0.9773374223
449	0.9769875546
450	0.9767428623
451	0.9763376645
452	0.9760461234
453	0.9755254305
454	0.9752534306
455	0.9747692327
456	0.974467743
457	0.9740804251
458	0.973773399
459	0.9730249071
460	0.9725612881
461	0.9721916541
462	0.9718892206
463	0.9714544735
464	0.9710905366
465	0.9706723292
466	0.9704384346
467	0.9698694053
468	0.9695670334
469	0.9691031892
470	0.9683855561
471	0.9678852523
472	0.9672471394
473	0.9668613859
474	0.9665862698
475	0.9661514592
476	0.9657831638
477	0.9653553986
478	0.964758492
479	0.9643071214
480	0.9640483667
481	0.9636196786
482	0.9633085133
483	0.9628945746
484	0.962533225
485	0.9621461581
486	0.9618711741
487	0.9615815314
488	0.9612739955
489	0.9609225566
490	0.9607526932
491	0.9601380167
492	0.9595899391
493	0.9591150543
494	0.9587280905
495	0.9583432233
496	0.9578847708
497	0.9577264251
498	0.9571166905
499	0.9566562702
